4.437747661302179,0.0
3.685172672142226,1.0
3.2449445245030226,2.0
2.932597682982273,3.0
2.6903226504621323,4.0
2.4923695353430695,5.0
2.325002561266537,6.0
2.1800226938223197,7.0
2.052141387703866,8.0
1.9377476613021791,9.0
1.8342659484066175,10.0
1.7397945461831181,11.0
1.6528892805350885,12.0
1.5724275721065855,13.0
1.4975195136629775,14.0
1.4274477046623684,15.0
1.3616253578564947,16.0
1.2995663985439148,17.0
1.2408636589201052,18.0
1.1851726721422278,19.0
1.132199424467382,20.0
1.0816909592466644,21.0
1.0334280712581982,22.0
0.987219557023165,23.0
0.9428976396220854,24.0
0.9003142913751354,25.0
0.8593382509047114,26.0
0.8198525829466323,27.0
0.7817526665547891,28.0
0.7449445245030244,29.0
0.7093434267164973,30.0
0.6748727155024152,31.0
0.641462811607461,32.0
0.6090503686965416,33.0
0.5775775504264917,34.0
0.5469914093839616,35.0
0.5172433511346934,36.0
0.4882886697601556,37.0
0.46008614373593204,38.0
0.43259768298227463,39.0
0.4057880195028414,40.0
0.37962443530742895,41.0
0.3540765223532123,42.0
0.32911597008671123,43.0
0.304716376863821,44.0
0.2808530820982451,45.0
0.257503016462886,46.0
0.23464456786321186,47.0
0.21225746123089628,48.0
0.19032265046213404,49.0
0.16882222105733824,50.0
0.14773930221518228,51.0
0.12705798730020845,52.0
0.10676326174475825,53.0
0.08684093756657063,54.0
0.06727759378667919,55.0
0.04806052212095224,56.0
0.02917767739483601,57.0
0.010617632196819216,58.0
-0.007630464656928737,59.0
-0.02557692622473695,60.0
-0.04323156244345583,61.0
-0.06060371233177442,62.0
-0.0777022736575379,63.0
-0.09453573030495832,64.0
-0.11111217755249214,65.0
-0.12743934544988633,66.0
-0.14352462046341152,67.0
-0.15937506554095826,68.0
-0.1749974387334614,69.0
-0.1903982104955091,70.0
-0.2055835797759915,71.0
-0.2205594889989584,72.0
-0.2353316380252597,73.0
-0.24990549717706934,74.0
-0.2642863193997975,75.0
-0.2784791516290248,76.0
-0.2924888454240211,77.0
-0.30632006692392366,78.0
-0.3199773061776785,79.0
-0.3334648858944451,80.0
-0.34678696965711175,81.0
-0.3599475696380061,82.0
-0.3729505538525242,83.0
-0.3857996529835521,84.0
-0.39849846680674084,85.0
-0.41105047024436736,86.0
-0.4234590190732419,87.0
-0.4357273553101031,88.0
-0.4478586122961321,89.0
-0.45985581950055376,90.0
-0.471721907061708,91.0
-0.4834597100826592,92.0
-0.49507197269706715,93.0
-0.5065613519199417,94.0
-0.5179304212967413,95.0
-0.5291816743634321,96.0
